5 2 1 0 1 0
6 2 0 0 1 0
9 2 1 0 1 0
11 2 1 0 3 0
12 2 1 0 0 0
6 2 1 0 0 0
8 2 0 0 3 0
12 2 0 0 1 0
11 2 1 0 1 0
9 2 1 0 0 0
12 2 0 0 3 0
15 2 0 0 1 0
11 2 0 0 0 0
6 2 0 0 1 0
11 2 0 0 0 0
5 2 1 0 0 0
14 2 1 0 0 0
13 2 1 0 0 0
10 2 1 0 0 0
9 2 0 0 0 0
13 2 1 0 5 0
10 2 1 0 5 0
12 2 1 0 0 0
13 2 0 0 1 0
4 2 1 0 1 0
7 2 1 0 1 0
9 2 1 0 3 0
11 2 1 0 0 0
7 2 0 0 3 0
8 2 0 0 1 0
15 2 0 0 3 0
10 2 1 0 5 0
15 2 0 0 0 0
8 2 1 0 0 0
17 2 0 0 0 0
9 2 1 0 0 0
12 2 1 0 0 0
14 2 0 0 0 0
6 2 0 0 5 0
11 2 1 0 5 0
8 2 1 0 1 0
9 2 0 0 0 0
11 2 1 0 5 0
14 2 0 0 1 0
8 2 0 0 1 0
10 2 0 0 0 0
10 2 1 0 0 0
11 2 0 0 0 0
15 2 0 0 5 0
15 2 1 0 1 0
3 2 0 0 1 0
7 2 0 0 1 0
9 2 0 0 0 0
11 2 1 0 1 0
11 2 1 0 1 0
17 2 1 0 1 0
11 2 1 0 1 0
19 2 0 0 5 0
8 2 1 0 1 0
13 2 1 0 1 0
12 2 0 0 1 0
11 2 1 0 0 0
10 2 0 0 0 0
11 2 1 0 1 0
11 2 1 0 0 0
6 2 0 0 1 0
13 2 1 0 1 0
5 2 0 0 2 0
6 2 1 0 5 0
11 2 1 0 5 0
10 2 0 0 0 0
12 2 0 0 0 0
8 2 0 0 0 0
9 2 1 0 0 0
6 2 0 0 3 0
8 2 1 0 5 0
5 2 1 0 5 0
10 2 1 0 3 0
10 2 1 0 1 0
8 2 1 0 0 0
12 2 1 0 5 0
11 2 0 0 0 0
12 2 0 0 3 0
3 2 1 0 5 0
13 2 1 0 0 0
10 2 0 0 5 0
7 2 0 0 3 0
10 2 1 0 0 0
8 2 0 0 1 0
8 2 1 0 5 0
10 2 1 0 0 0
7 2 0 0 5 0
8 2 0 0 1 0
11 2 0 0 3 0
11 2 1 0 5 0
9 2 0 0 0 0
11 2 0 0 0 0
11 2 1 0 0 0
3 2 0 0 0 0
7 2 0 0 2 0
4 2 0 0 0 0
6 2 1 0 0 0
8 2 1 0 0 0
18 2 0 0 5 0
11 2 0 0 1 0
9 2 1 0 3 0
11 2 0 0 1 0
8 2 0 0 1 0
6 2 0 0 0 0
9 2 0 0 0 0
10 2 1 0 5 0
6 2 1 0 0 0
9 2 1 0 1 0
16 2 0 0 5 0
15 2 0 0 0 0
9 2 1 0 5 0
16 2 0 0 1 0
5 2 1 0 0 0
10 2 0 0 0 0
3 2 1 0 1 0
4 2 1 0 3 0
10 2 0 0 0 0
12 2 0 0 3 0
13 2 0 0 5 0
8 2 1 0 5 0
7 2 1 0 1 0
5 2 1 0 5 0
8 2 0 0 0 0
7 2 0 0 1 0
8 2 0 0 5 0
7 2 1 0 0 0
10 2 1 0 0 0
12 2 1 0 0 0
5 2 0 0 3 0
10 2 0 0 1 0
11 2 0 0 0 0
5 2 0 0 0 0
13 2 1 0 1 0
12 2 0 0 0 0
11 2 0 0 5 0
12 2 1 0 1 0
10 2 0 0 5 0
9 2 1 0 0 0
9 2 1 0 0 0
11 2 0 0 0 0
7 2 1 0 0 0
9 2 0 0 0 0
10 2 0 0 0 0
8 2 1 0 0 0
8 2 0 0 5 0
41 1 0 0 0 0
48 1 1 0 0 0
41 1 1 0 5 0
35 1 1 0 0 0
36 1 0 0 0 0
42 1 0 0 0 0
32 1 0 0 0 0
35 1 0 0 0 0
46 1 0 0 5 0
30 1 1 0 5 0
33 1 1 0 5 0
36 1 0 0 1 0
33 1 0 0 5 0
40 1 1 0 5 0
43 1 0 0 1 0
31 1 0 0 0 0
42 1 0 0 3 0
37 1 0 0 0 0
32 1 0 0 0 0
29 1 0 0 1 0
32 1 1 0 5 0
30 1 1 0 0 0
38 1 0 0 3 0
33 1 0 0 0 0
41 1 1 0 0 0
41 1 0 0 0 0
40 1 0 0 1 0
37 1 0 0 0 0
37 1 1 0 1 0
38 1 1 0 0 0
43 1 0 0 1 0
33 1 0 0 1 0
41 1 0 0 1 0
36 1 0 0 1 0
32 1 0 0 1 0
36 1 0 0 0 0
44 1 1 0 0 0
40 1 1 0 1 0
37 1 1 0 5 0
38 1 1 0 0 0
29 1 0 0 0 0
37 1 1 0 1 0
43 1 0 0 1 0
46 1 1 0 1 0
34 1 1 0 0 0
41 1 0 0 0 0
28 1 1 0 1 0
50 1 1 0 0 0
35 1 1 0 1 0
42 1 1 0 0 0
31 1 0 0 0 0
33 1 0 0 1 0
28 1 0 0 0 0
44 1 1 0 1 0
49 1 0 0 0 0
27 1 1 0 0 0
37 1 1 0 1 0
21 1 0 0 0 0
42 1 0 0 3 0
34 1 1 0 0 0
35 1 0 0 5 0
34 1 0 0 5 0
39 1 0 0 0 0
34 1 0 0 0 0
34 1 0 0 1 0
37 1 1 0 1 0
40 1 1 0 0 0
40 1 1 0 0 0
36 1 0 0 5 0
30 1 1 0 0 0
43 1 0 0 0 0
33 1 1 0 1 0
36 1 1 0 0 0
34 1 1 0 3 0
39 1 0 0 3 0
40 1 1 0 0 0
41 1 0 0 5 0
26 1 1 0 0 0
44 1 1 0 3 0
43 1 0 0 3 0
33 1 1 0 0 0
22 1 0 0 1 0
41 1 0 0 0 0
31 1 1 0 3 0
33 1 1 0 0 0
38 1 1 0 0 0
41 1 1 0 5 0
32 1 1 0 2 0
49 1 1 0 0 0
32 1 0 0 0 0
36 1 0 0 1 0
31 1 0 0 0 0
38 1 1 0 1 0
38 1 1 0 1 0
33 1 1 0 0 0
38 1 0 0 3 0
30 1 1 0 1 0
40 1 0 0 0 0
34 1 1 0 0 0
36 1 0 0 0 0
35 1 1 0 3 0
39 1 1 0 0 0
35 1 1 0 5 0
45 1 1 0 1 0
42 1 0 0 5 0
32 1 1 0 0 0
34 1 1 0 5 0
36 1 1 0 1 0
34 1 0 0 5 0
42 1 0 0 1 0
24 1 1 0 0 0
42 1 0 0 3 0
27 1 1 0 0 0
